Time,Month,EcoregionName,EcoregionIndex,NumSites,ppt,airtemp,avgNPPtc,avgResp,avgNEE,Ndep,StreamN,
20, 8, MN101, 1, 10773, 3.6, 19.1, 47.28, 20.21, -27.07, 0.04, 0, 
20, 8, MN102, 2, 8590, 3.6, 19.1, 10.37, 12.01, 1.64, 0.04, 0, 
20, 8, MN103, 3, 8809, 3.6, 19.1, 15.78, 11.4, -4.37, 0.04, 0, 
20, 8, MN104, 4, 5138, 3.6, 19.1, 25.65, 14.48, -11.17, 0.04, 0, 
20, 8, MN200, 5, 7713, 3.9, 19.9, 30.52, 16.84, -13.68, 0.05, 0, 
20, 8, MN201, 6, 42783, 3.9, 19.9, 30.7, 14.34, -16.35, 0.05, 0, 
20, 8, MN202, 7, 17504, 3.9, 19.9, 27.31, 13.22, -14.1, 0.05, 0, 
20, 8, MN203, 8, 1202, 3.9, 19.9, 12.76, 13.13, 0.37, 0.05, 0, 
20, 8, MN204, 9, 14335, 3.9, 19.9, 15.5, 10.69, -4.81, 0.05, 0, 
20, 8, MN300, 10, 8832, 3.4, 19.9, 23.82, 17.69, -6.13, 0.04, 0, 
20, 8, MN301, 11, 41134, 3.4, 19.9, 29.11, 15.41, -13.7, 0.04, 0, 
20, 8, MN302, 12, 61583, 3.4, 19.9, 11.52, 12.22, 0.71, 0.04, 0, 
20, 8, MN303, 13, 10582, 3.4, 19.9, 21.23, 14.21, -7.02, 0.04, 0, 
20, 8, MN304, 14, 29110, 3.4, 19.9, 32.88, 19.42, -13.46, 0.04, 0, 
20, 8, MN400, 15, 1544, 3.8, 20.4, 37.04, 17.8, -19.24, 0.05, 0, 
20, 8, MN401, 16, 15305, 3.8, 20.4, 31.79, 19.46, -12.33, 0.05, 0, 
20, 8, MN402, 17, 27990, 3.8, 20.4, 15.5, 12.53, -2.97, 0.05, 0, 
20, 8, MN403, 18, 1292, 3.8, 20.4, 17.53, 16.27, -1.26, 0.05, 0, 
20, 8, MN404, 19, 108539, 3.8, 20.4, 27.98, 17.68, -10.3, 0.05, 0, 
20, 8, MN500, 20, 55, 4.1, 20.9, 48.7, 26.18, -22.53, 0.05, 0, 
20, 8, MN504, 21, 14401, 4.1, 20.9, 33.44, 21.17, -12.27, 0.05, 0, 
20, 9, MN101, 1, 10773, 6.8, 14.2, 45.16, 16.52, -28.65, 0.06, 0, 
20, 9, MN102, 2, 8590, 6.8, 14.2, 25.82, 9.66, -16.15, 0.06, 0.09, 
20, 9, MN103, 3, 8809, 6.8, 14.2, 28.32, 9.22, -19.1, 0.06, 0.05, 
20, 9, MN104, 4, 5138, 6.8, 14.2, 35.51, 11.39, -24.12, 0.06, 0, 
20, 9, MN200, 5, 7713, 7.3, 14.6, 44.98, 13.81, -31.17, 0.07, 0, 
20, 9, MN201, 6, 42783, 7.3, 14.6, 40.86, 11.79, -29.07, 0.07, 0, 
20, 9, MN202, 7, 17504, 7.3, 14.6, 37.75, 10.62, -27.13, 0.07, 0, 
20, 9, MN203, 8, 1202, 7.3, 14.6, 26.89, 10.41, -16.47, 0.07, 0, 
20, 9, MN204, 9, 14335, 7.3, 14.6, 28.72, 8.49, -20.23, 0.07, 0, 
20, 9, MN300, 10, 8832, 6, 14.9, 35.84, 14.44, -21.39, 0.06, 0, 
20, 9, MN301, 11, 41134, 6, 14.9, 37.41, 12.79, -24.62, 0.06, 0, 
20, 9, MN302, 12, 61583, 6, 14.9, 24.55, 9.92, -14.63, 0.06, 0, 
20, 9, MN303, 13, 10582, 6, 14.9, 32.25, 11.42, -20.84, 0.06, 0, 
20, 9, MN304, 14, 29110, 6, 14.9, 39.93, 15.57, -24.36, 0.06, 0, 
20, 9, MN400, 15, 1544, 6.6, 15.3, 51.01, 14.13, -36.88, 0.06, 0, 
20, 9, MN401, 16, 15305, 6.6, 15.3, 44.12, 16.07, -28.05, 0.06, 0, 
20, 9, MN402, 17, 27990, 6.6, 15.3, 26.92, 9.96, -16.96, 0.06, 0, 
20, 9, MN403, 18, 1292, 6.6, 15.3, 33.68, 13.04, -20.65, 0.06, 0, 
20, 9, MN404, 19, 108539, 6.6, 15.3, 37.77, 14.12, -23.65, 0.06, 0, 
20, 9, MN500, 20, 55, 6, 15.9, 56.89, 21.91, -34.97, 0.06, 0, 
20, 9, MN504, 21, 14401, 6, 15.9, 43.52, 17.65, -25.87, 0.06, 0, 
20, 10, MN101, 1, 10773, 0.8, 10.6, 26.93, 13.54, -13.39, 0.03, 0, 
20, 10, MN102, 2, 8590, 0.8, 10.6, 9.29, 7.89, -1.4, 0.03, 0, 
20, 10, MN103, 3, 8809, 0.8, 10.6, 9.08, 7.56, -1.52, 0.03, 0, 
20, 10, MN104, 4, 5138, 0.8, 10.6, 18.18, 9.31, -8.88, 0.03, 0, 
20, 10, MN200, 5, 7713, 0.6, 10.8, 21.14, 11.23, -9.91, 0.03, 0, 
20, 10, MN201, 6, 42783, 0.6, 10.8, 22.9, 9.59, -13.3, 0.03, 0, 
20, 10, MN202, 7, 17504, 0.6, 10.8, 20.18, 8.75, -11.43, 0.03, 0, 
20, 10, MN203, 8, 1202, 0.6, 10.8, 8.05, 8.37, 0.32, 0.03, 0, 
20, 10, MN204, 9, 14335, 0.6, 10.8, 8.7, 6.87, -1.84, 0.03, 0, 
20, 10, MN300, 10, 8832, 0.6, 11.4, 17.95, 11.76, -6.19, 0.03, 0, 
20, 10, MN301, 11, 41134, 0.6, 11.4, 22, 10.5, -11.51, 0.03, 0, 
20, 10, MN302, 12, 61583, 0.6, 11.4, 11.42, 8.09, -3.33, 0.03, 0, 
20, 10, MN303, 13, 10582, 0.6, 11.4, 16.25, 9.33, -6.91, 0.03, 0, 
20, 10, MN304, 14, 29110, 0.6, 11.4, 23.16, 12.73, -10.44, 0.03, 0, 
20, 10, MN400, 15, 1544, 0.6, 11.6, 30.58, 11.41, -19.17, 0.03, 0, 
20, 10, MN401, 16, 15305, 0.6, 11.6, 23.54, 13.06, -10.48, 0.03, 0, 
20, 10, MN402, 17, 27990, 0.6, 11.6, 13.28, 8.17, -5.11, 0.03, 0, 
20, 10, MN403, 18, 1292, 0.6, 11.6, 10.05, 10.52, 0.47, 0.03, 0, 
20, 10, MN404, 19, 108539, 0.6, 11.6, 19.48, 11.41, -8.08, 0.03, 0, 
20, 10, MN500, 20, 55, 0.4, 12, 34.58, 17.79, -16.79, 0.03, 0, 
20, 10, MN504, 21, 14401, 0.4, 12, 24.35, 14.03, -10.33, 0.03, 0, 
20, 11, MN101, 1, 10773, 4.1, -2.1, 0, 6.19, 6.19, 0.05, 0, 
20, 11, MN102, 2, 8590, 4.1, -2.1, 0, 3.6, 3.6, 0.05, 0, 
20, 11, MN103, 3, 8809, 4.1, -2.1, 0, 3.44, 3.44, 0.05, 0, 
20, 11, MN104, 4, 5138, 4.1, -2.1, 0, 4.26, 4.26, 0.05, 0, 
20, 11, MN200, 5, 7713, 2.5, -2.3, 0, 5.07, 5.07, 0.04, 0, 
20, 11, MN201, 6, 42783, 2.5, -2.3, 0, 4.32, 4.32, 0.04, 0, 
20, 11, MN202, 7, 17504, 2.5, -2.3, 0, 3.91, 3.91, 0.04, 0, 
20, 11, MN203, 8, 1202, 2.5, -2.3, 0, 3.73, 3.73, 0.04, 0, 
20, 11, MN204, 9, 14335, 2.5, -2.3, 0, 3.06, 3.06, 0.04, 0, 
20, 11, MN300, 10, 8832, 3.7, -1.2, 0, 5.44, 5.44, 0.05, 0, 
20, 11, MN301, 11, 41134, 3.7, -1.2, 0, 4.88, 4.88, 0.05, 0, 
20, 11, MN302, 12, 61583, 3.7, -1.2, 0, 3.71, 3.71, 0.05, 0, 
20, 11, MN303, 13, 10582, 3.7, -1.2, 0, 4.29, 4.29, 0.05, 0, 
20, 11, MN304, 14, 29110, 3.7, -1.2, 0, 5.9, 5.9, 0.05, 0, 
20, 11, MN400, 15, 1544, 3.1, -1.3, 0, 5.24, 5.23, 0.04, 0, 
20, 11, MN401, 16, 15305, 3.1, -1.3, 0, 5.93, 5.93, 0.04, 0, 
20, 11, MN402, 17, 27990, 3.1, -1.3, 0, 3.65, 3.65, 0.04, 0, 
20, 11, MN403, 18, 1292, 3.1, -1.3, 0, 4.79, 4.79, 0.04, 0, 
20, 11, MN404, 19, 108539, 3.1, -1.3, 0, 5.17, 5.17, 0.04, 0, 
20, 11, MN500, 20, 55, 3.6, -0.8, 0, 8.26, 8.26, 0.04, 0, 
20, 11, MN504, 21, 14401, 3.6, -0.8, 0, 6.43, 6.43, 0.04, 0, 
20, 12, MN101, 1, 10773, 2.2, -5.8, 0, 4.9, 4.9, 0.04, 0, 
20, 12, MN102, 2, 8590, 2.2, -5.8, 0, 2.87, 2.87, 0.04, 0, 
20, 12, MN103, 3, 8809, 2.2, -5.8, 0, 2.73, 2.73, 0.04, 0, 
20, 12, MN104, 4, 5138, 2.2, -5.8, 0, 3.41, 3.41, 0.04, 0, 
20, 12, MN200, 5, 7713, 1.9, -6.1, 0, 3.98, 3.98, 0.04, 0, 
20, 12, MN201, 6, 42783, 1.9, -6.1, 0, 3.4, 3.4, 0.04, 0, 
20, 12, MN202, 7, 17504, 1.9, -6.1, 0, 3.08, 3.08, 0.04, 0, 
20, 12, MN203, 8, 1202, 1.9, -6.1, 0, 2.94, 2.94, 0.04, 0, 
20, 12, MN204, 9, 14335, 1.9, -6.1, 0, 2.41, 2.41, 0.04, 0, 
20, 12, MN300, 10, 8832, 2.5, -4.9, 0, 4.33, 4.33, 0.04, 0, 
20, 12, MN301, 11, 41134, 2.5, -4.9, 0, 3.88, 3.88, 0.04, 0, 
20, 12, MN302, 12, 61583, 2.5, -4.9, 0, 2.96, 2.96, 0.04, 0, 
20, 12, MN303, 13, 10582, 2.5, -4.9, 0, 3.43, 3.43, 0.04, 0, 
20, 12, MN304, 14, 29110, 2.5, -4.9, 0, 4.71, 4.71, 0.04, 0, 
20, 12, MN400, 15, 1544, 2.1, -5.3, 0, 4.11, 4.11, 0.04, 0, 
20, 12, MN401, 16, 15305, 2.1, -5.3, 0, 4.62, 4.62, 0.04, 0, 
20, 12, MN402, 17, 27990, 2.1, -5.3, 0, 2.85, 2.85, 0.04, 0, 
20, 12, MN403, 18, 1292, 2.1, -5.3, 0, 3.75, 3.75, 0.04, 0, 
20, 12, MN404, 19, 108539, 2.1, -5.3, 0, 4.04, 4.04, 0.04, 0, 
20, 12, MN500, 20, 55, 2.1, -4.8, 0, 6.43, 6.43, 0.04, 0, 
20, 12, MN504, 21, 14401, 2.1, -4.8, 0, 5.01, 5.01, 0.04, 0, 
20, 1, MN101, 1, 10773, 1.2, -13.3, 0, 3.11, 3.11, 0.03, 0, 
20, 1, MN102, 2, 8590, 1.2, -13.3, 0, 1.82, 1.82, 0.03, 0, 
20, 1, MN103, 3, 8809, 1.2, -13.3, 0, 1.74, 1.74, 0.03, 0, 
20, 1, MN104, 4, 5138, 1.2, -13.3, 0, 2.18, 2.18, 0.03, 0, 
20, 1, MN200, 5, 7713, 1.3, -14.6, 0, 2.39, 2.39, 0.03, 0, 
20, 1, MN201, 6, 42783, 1.3, -14.6, 0, 2.04, 2.04, 0.03, 0, 
20, 1, MN202, 7, 17504, 1.3, -14.6, 0, 1.84, 1.84, 0.03, 0, 
20, 1, MN203, 8, 1202, 1.3, -14.6, 0, 1.77, 1.77, 0.03, 0, 
20, 1, MN204, 9, 14335, 1.3, -14.6, 0, 1.45, 1.45, 0.03, 0, 
20, 1, MN300, 10, 8832, 1.3, -12.8, 0, 2.68, 2.68, 0.03, 0, 
20, 1, MN301, 11, 41134, 1.3, -12.8, 0, 2.39, 2.39, 0.03, 0, 
20, 1, MN302, 12, 61583, 1.3, -12.8, 0, 1.83, 1.83, 0.03, 0, 
20, 1, MN303, 13, 10582, 1.3, -12.8, 0, 2.12, 2.12, 0.03, 0, 
20, 1, MN304, 14, 29110, 1.3, -12.8, 0, 2.91, 2.91, 0.03, 0, 
20, 1, MN400, 15, 1544, 1, -13.5, 0, 2.52, 2.52, 0.03, 0, 
20, 1, MN401, 16, 15305, 1, -13.5, 0, 2.81, 2.81, 0.03, 0, 
20, 1, MN402, 17, 27990, 1, -13.5, 0, 1.73, 1.73, 0.03, 0, 
20, 1, MN403, 18, 1292, 1, -13.5, 0, 2.29, 2.29, 0.03, 0, 
20, 1, MN404, 19, 108539, 1, -13.5, 0, 2.47, 2.47, 0.03, 0, 
20, 1, MN500, 20, 55, 0.9, -12.7, 0, 3.96, 3.96, 0.03, 0, 
20, 1, MN504, 21, 14401, 0.9, -12.7, 0, 3.09, 3.09, 0.03, 0, 
20, 2, MN101, 1, 10773, 1.5, -9.2, 0, 3.95, 3.95, 0.03, 0, 
20, 2, MN102, 2, 8590, 1.5, -9.2, 0, 2.32, 2.32, 0.03, 0, 
20, 2, MN103, 3, 8809, 1.5, -9.2, 0, 2.22, 2.22, 0.03, 0, 
20, 2, MN104, 4, 5138, 1.5, -9.2, 0, 2.79, 2.79, 0.03, 0, 
20, 2, MN200, 5, 7713, 1.1, -10.5, 0, 3.04, 3.04, 0.03, 0, 
20, 2, MN201, 6, 42783, 1.1, -10.5, 0, 2.59, 2.59, 0.03, 0, 
20, 2, MN202, 7, 17504, 1.1, -10.5, 0, 2.35, 2.35, 0.03, 0, 
20, 2, MN203, 8, 1202, 1.1, -10.5, 0, 2.25, 2.25, 0.03, 0, 
20, 2, MN204, 9, 14335, 1.1, -10.5, 0, 1.85, 1.85, 0.03, 0, 
20, 2, MN300, 10, 8832, 1.3, -8.7, 0, 3.41, 3.41, 0.03, 0, 
20, 2, MN301, 11, 41134, 1.3, -8.7, 0, 3.05, 3.05, 0.03, 0, 
20, 2, MN302, 12, 61583, 1.3, -8.7, 0, 2.33, 2.33, 0.03, 0, 
20, 2, MN303, 13, 10582, 1.3, -8.7, 0, 2.71, 2.71, 0.03, 0, 
20, 2, MN304, 14, 29110, 1.3, -8.7, 0, 3.72, 3.72, 0.03, 0, 
20, 2, MN400, 15, 1544, 1.1, -9.4, 0, 3.24, 3.24, 0.03, 0, 
20, 2, MN401, 16, 15305, 1.1, -9.4, 0, 3.58, 3.58, 0.03, 0, 
20, 2, MN402, 17, 27990, 1.1, -9.4, 0, 2.22, 2.22, 0.03, 0, 
20, 2, MN403, 18, 1292, 1.1, -9.4, 0, 2.93, 2.93, 0.03, 0, 
20, 2, MN404, 19, 108539, 1.1, -9.4, 0, 3.16, 3.16, 0.03, 0, 
20, 2, MN500, 20, 55, 1.1, -8.9, 0, 4.97, 4.97, 0.03, 0, 
20, 2, MN504, 21, 14401, 1.1, -8.9, 0, 3.89, 3.89, 0.03, 0, 
20, 3, MN101, 1, 10773, 3.6, -5.1, 0, 5.05, 5.05, 0.05, 0, 
20, 3, MN102, 2, 8590, 3.6, -5.1, 0, 2.97, 2.97, 0.05, 0, 
20, 3, MN103, 3, 8809, 3.6, -5.1, 0, 2.84, 2.84, 0.05, 0, 
20, 3, MN104, 4, 5138, 3.6, -5.1, 0, 3.59, 3.59, 0.05, 0, 
20, 3, MN200, 5, 7713, 2.7, -5.6, 0, 4.08, 4.08, 0.04, 0, 
20, 3, MN201, 6, 42783, 2.7, -5.6, 0, 3.48, 3.48, 0.04, 0, 
20, 3, MN202, 7, 17504, 2.7, -5.6, 0, 3.16, 3.16, 0.04, 0, 
20, 3, MN203, 8, 1202, 2.7, -5.6, 0, 3.03, 3.03, 0.04, 0, 
20, 3, MN204, 9, 14335, 2.7, -5.6, 0, 2.5, 2.5, 0.04, 0, 
20, 3, MN300, 10, 8832, 3.7, -4.4, 0, 4.42, 4.42, 0.05, 0, 
20, 3, MN301, 11, 41134, 3.7, -4.4, 0, 3.95, 3.95, 0.05, 0, 
20, 3, MN302, 12, 61583, 3.7, -4.4, 0, 3.02, 3.02, 0.05, 0, 
20, 3, MN303, 13, 10582, 3.7, -4.4, 0, 3.52, 3.52, 0.05, 0, 
20, 3, MN304, 14, 29110, 3.7, -4.4, 0, 4.84, 4.84, 0.05, 0, 
20, 3, MN400, 15, 1544, 3.3, -4.5, 0, 4.37, 4.37, 0.04, 0, 
20, 3, MN401, 16, 15305, 3.3, -4.5, 0, 4.78, 4.78, 0.04, 0, 
20, 3, MN402, 17, 27990, 3.3, -4.5, 0, 2.97, 2.97, 0.04, 0, 
20, 3, MN403, 18, 1292, 3.3, -4.5, 0, 3.93, 3.93, 0.04, 0, 
20, 3, MN404, 19, 108539, 3.3, -4.5, 0, 4.23, 4.23, 0.04, 0, 
20, 3, MN500, 20, 55, 4, -4.1, 0, 6.62, 6.62, 0.05, 0, 
20, 3, MN504, 21, 14401, 4, -4.1, 0, 5.19, 5.19, 0.05, 0, 
20, 4, MN101, 1, 10773, 5.1, 3.1, 3.01, 8.27, 5.26, 0.05, 0, 
20, 4, MN102, 2, 8590, 5.1, 3.1, 6.87, 4.52, -2.35, 0.05, 0.13, 
20, 4, MN103, 3, 8809, 5.1, 3.1, 5.77, 4.65, -1.12, 0.05, 0, 
20, 4, MN104, 4, 5138, 5.1, 3.1, 5.08, 5.9, 0.82, 0.05, 0, 
20, 4, MN200, 5, 7713, 5.4, 2.2, 4.59, 6.49, 1.9, 0.06, 0, 
20, 4, MN201, 6, 42783, 5.4, 2.2, 3.18, 5.55, 2.37, 0.06, 0, 
20, 4, MN202, 7, 17504, 5.4, 2.2, 2.9, 5.05, 2.14, 0.06, 0, 
20, 4, MN203, 8, 1202, 5.4, 2.2, 5.82, 3.49, -2.34, 0.06, 0, 
20, 4, MN204, 9, 14335, 5.4, 2.2, 4.1, 3.25, -0.85, 0.06, 0, 
20, 4, MN300, 10, 8832, 5.8, 3.6, 5.17, 7.14, 1.96, 0.06, 0, 
20, 4, MN301, 11, 41134, 5.8, 3.6, 4.25, 6.37, 2.12, 0.06, 0, 
20, 4, MN302, 12, 61583, 5.8, 3.6, 5.01, 4.88, -0.13, 0.06, 0.14, 
20, 4, MN303, 13, 10582, 5.8, 3.6, 4.72, 5.7, 0.98, 0.06, 0, 
20, 4, MN304, 14, 29110, 5.8, 3.6, 4.05, 7.82, 3.77, 0.06, 0, 
20, 4, MN400, 15, 1544, 5.6, 3.2, 3.64, 6.99, 3.35, 0.06, 0, 
20, 4, MN401, 16, 15305, 5.6, 3.2, 4, 7.6, 3.6, 0.06, 0, 
20, 4, MN402, 17, 27990, 5.6, 3.2, 3.19, 4.75, 1.57, 0.06, 0, 
20, 4, MN403, 18, 1292, 5.6, 3.2, 5.25, 6.26, 1.02, 0.06, 0, 
20, 4, MN404, 19, 108539, 5.6, 3.2, 3.98, 6.2, 2.22, 0.06, 0, 
20, 4, MN500, 20, 55, 5.4, 3.7, 2.66, 10.53, 7.87, 0.06, 0, 
20, 4, MN504, 21, 14401, 5.4, 3.7, 4.62, 8.3, 3.68, 0.06, 0, 
20, 5, MN101, 1, 10773, 11, 13.3, 14.58, 15.31, 0.73, 0.09, 0, 
20, 5, MN102, 2, 8590, 11, 13.3, 24.51, 8.98, -15.53, 0.09, 0.28, 
20, 5, MN103, 3, 8809, 11, 13.3, 22.02, 8.6, -13.41, 0.09, 0.25, 
20, 5, MN104, 4, 5138, 11, 13.3, 28.64, 10.94, -17.69, 0.09, 0.17, 
20, 5, MN200, 5, 7713, 13.6, 13.4, 21.53, 12.63, -8.9, 0.1, 0.33, 
20, 5, MN201, 6, 42783, 13.6, 13.4, 18.73, 10.84, -7.89, 0.1, 0.16, 
20, 5, MN202, 7, 17504, 13.6, 13.4, 17.05, 9.92, -7.13, 0.1, 0.25, 
20, 5, MN203, 8, 1202, 13.6, 13.4, 24.55, 9.54, -15.02, 0.1, 0.55, 
20, 5, MN204, 9, 14335, 13.6, 13.4, 23.19, 7.88, -15.3, 0.1, 0.38, 
20, 5, MN300, 10, 8832, 12.7, 13.9, 21.49, 13.31, -8.18, 0.1, 0.44, 
20, 5, MN301, 11, 41134, 12.7, 13.9, 20.57, 11.84, -8.73, 0.1, 0.2, 
20, 5, MN302, 12, 61583, 12.7, 13.9, 20.86, 9.15, -11.71, 0.1, 0.29, 
20, 5, MN303, 13, 10582, 12.7, 13.9, 23.35, 10.7, -12.65, 0.1, 0.28, 
20, 5, MN304, 14, 29110, 12.7, 13.9, 22.68, 14.64, -8.04, 0.1, 0.25, 
20, 5, MN400, 15, 1544, 13.9, 14.1, 34.25, 13.52, -20.73, 0.1, 0.23, 
20, 5, MN401, 16, 15305, 13.9, 14.1, 18.57, 14.7, -3.87, 0.1, 0.58, 
20, 5, MN402, 17, 27990, 13.9, 14.1, 17.68, 9.33, -8.36, 0.1, 0.37, 
20, 5, MN403, 18, 1292, 13.9, 14.1, 31.75, 12.09, -19.66, 0.1, 0.35, 
20, 5, MN404, 19, 108539, 13.9, 14.1, 24.63, 13.15, -11.48, 0.1, 0.26, 
20, 5, MN500, 20, 55, 15.4, 14.5, 18.78, 19.88, 1.11, 0.11, 0.4, 
20, 5, MN504, 21, 14401, 15.4, 14.5, 23.78, 15.86, -7.91, 0.11, 0.45, 
20, 6, MN101, 1, 10773, 10.1, 17.5, 42.76, 19.43, -23.33, 0.08, 0, 
20, 6, MN102, 2, 8590, 10.1, 17.5, 18.32, 11.41, -6.91, 0.08, 0.09, 
20, 6, MN103, 3, 8809, 10.1, 17.5, 21.51, 10.93, -10.58, 0.08, 0.1, 
20, 6, MN104, 4, 5138, 10.1, 17.5, 34.04, 13.95, -20.09, 0.08, 0.08, 
20, 6, MN200, 5, 7713, 7.9, 18, 32.29, 16.33, -15.96, 0.07, 0, 
20, 6, MN201, 6, 42783, 7.9, 18, 31.29, 14.01, -17.28, 0.07, 0, 
20, 6, MN202, 7, 17504, 7.9, 18, 25.56, 12.86, -12.71, 0.07, 0, 
20, 6, MN203, 8, 1202, 7.9, 18, 20.2, 12.42, -7.78, 0.07, 0, 
20, 6, MN204, 9, 14335, 7.9, 18, 20.84, 10.25, -10.59, 0.07, 0, 
20, 6, MN300, 10, 8832, 9.1, 18.6, 34.7, 17.34, -17.36, 0.08, 0, 
20, 6, MN301, 11, 41134, 9.1, 18.6, 38.14, 15.36, -22.77, 0.08, 0, 
20, 6, MN302, 12, 61583, 9.1, 18.6, 17.63, 11.94, -5.68, 0.08, 0.08, 
20, 6, MN303, 13, 10582, 9.1, 18.6, 30.06, 13.97, -16.1, 0.08, 0, 
20, 6, MN304, 14, 29110, 9.1, 18.6, 39.25, 19.12, -20.12, 0.08, 0, 
20, 6, MN400, 15, 1544, 7.8, 18.7, 42.45, 17.47, -24.98, 0.07, 0, 
20, 6, MN401, 16, 15305, 7.8, 18.7, 34.72, 18.96, -15.77, 0.07, 0, 
20, 6, MN402, 17, 27990, 7.8, 18.7, 17.39, 12.1, -5.29, 0.07, 0, 
20, 6, MN403, 18, 1292, 7.8, 18.7, 27.85, 15.63, -12.22, 0.07, 0, 
20, 6, MN404, 19, 108539, 7.8, 18.7, 32.1, 17.04, -15.06, 0.07, 0, 
20, 6, MN500, 20, 55, 7.9, 19.2, 56.18, 25.79, -30.39, 0.07, 0, 
20, 6, MN504, 21, 14401, 7.9, 19.2, 42.39, 20.7, -21.69, 0.07, 0, 
30, 7, MN101, 1, 10773, 6.7, 22.2, 46.44, 23.46, -22.98, 0.06, 0, 
30, 7, MN102, 2, 8590, 6.7, 22.2, 24.69, 14.8, -9.89, 0.06, 0.11, 
30, 7, MN103, 3, 8809, 6.7, 22.2, 18.88, 13.73, -5.15, 0.06, 0, 
30, 7, MN104, 4, 5138, 6.7, 22.2, 29.8, 17.96, -11.84, 0.06, 0, 
30, 7, MN200, 5, 7713, 4.9, 23, 32.56, 20.71, -11.85, 0.05, 0, 
30, 7, MN201, 6, 42783, 4.9, 23, 33.05, 17.65, -15.4, 0.05, 0, 
30, 7, MN202, 7, 17504, 4.9, 23, 27.73, 16.13, -11.6, 0.05, 0, 
30, 7, MN203, 8, 1202, 4.9, 23, 13.29, 15.98, 2.69, 0.05, 0, 
30, 7, MN204, 9, 14335, 4.9, 23, 15.65, 12.98, -2.67, 0.05, 0, 
30, 7, MN300, 10, 8832, 6.3, 23.1, 31.36, 21.46, -9.9, 0.06, 0, 
30, 7, MN301, 11, 41134, 6.3, 23.1, 35.56, 18.79, -16.77, 0.06, 0, 
30, 7, MN302, 12, 61583, 6.3, 23.1, 25.85, 15.29, -10.56, 0.06, 0.12, 
30, 7, MN303, 13, 10582, 6.3, 23.1, 26.17, 16.99, -9.18, 0.06, 0, 
30, 7, MN304, 14, 29110, 6.3, 23.1, 35.34, 23.83, -11.51, 0.06, 0, 
30, 7, MN400, 15, 1544, 5.6, 23.6, 38.67, 21.86, -16.81, 0.06, 0, 
30, 7, MN401, 16, 15305, 5.6, 23.6, 35.26, 23.85, -11.41, 0.06, 0, 
30, 7, MN402, 17, 27990, 5.6, 23.6, 22.43, 15.22, -7.21, 0.06, 0, 
30, 7, MN403, 18, 1292, 5.6, 23.6, 20.74, 20.69, -0.06, 0.06, 0, 
30, 7, MN404, 19, 108539, 5.6, 23.6, 27.51, 21.81, -5.7, 0.06, 0, 
30, 7, MN500, 20, 55, 4.8, 24, 49.05, 30.67, -18.37, 0.05, 0, 
30, 7, MN504, 21, 14401, 4.8, 24, 34.19, 25.46, -8.72, 0.05, 0, 
30, 8, MN101, 1, 10773, 8, 21.7, 52.55, 21.94, -30.61, 0.07, 0, 
30, 8, MN102, 2, 8590, 8, 21.7, 32.47, 13.85, -18.61, 0.07, 0.12, 
30, 8, MN103, 3, 8809, 8, 21.7, 29.89, 12.84, -17.05, 0.07, 0.06, 
30, 8, MN104, 4, 5138, 8, 21.7, 37.7, 16.83, -20.87, 0.07, 0, 
30, 8, MN200, 5, 7713, 7.2, 23, 44.89, 19.81, -25.08, 0.07, 0, 
30, 8, MN201, 6, 42783, 7.2, 23, 41.73, 16.8, -24.93, 0.07, 0, 
30, 8, MN202, 7, 17504, 7.2, 23, 36.31, 15.38, -20.93, 0.07, 0, 
30, 8, MN203, 8, 1202, 7.2, 23, 21.96, 15.4, -6.56, 0.07, 0, 
30, 8, MN204, 9, 14335, 7.2, 23, 27.15, 12.43, -14.72, 0.07, 0, 
30, 8, MN300, 10, 8832, 8, 22.6, 40.81, 20.08, -20.73, 0.07, 0, 
30, 8, MN301, 11, 41134, 8, 22.6, 44.04, 17.45, -26.59, 0.07, 0, 
30, 8, MN302, 12, 61583, 8, 22.6, 35.25, 14.28, -20.97, 0.07, 0.13, 
30, 8, MN303, 13, 10582, 8, 22.6, 35.3, 15.86, -19.44, 0.07, 0, 
30, 8, MN304, 14, 29110, 8, 22.6, 44.37, 22.36, -22.01, 0.07, 0, 
30, 8, MN400, 15, 1544, 6.7, 23.3, 43.96, 20.65, -23.3, 0.06, 0, 
30, 8, MN401, 16, 15305, 6.7, 23.3, 44.16, 22.54, -21.62, 0.06, 0, 
30, 8, MN402, 17, 27990, 6.7, 23.3, 27.5, 14.4, -13.1, 0.06, 0.08, 
30, 8, MN403, 18, 1292, 6.7, 23.3, 29.73, 19.68, -10.05, 0.06, 0, 
30, 8, MN404, 19, 108539, 6.7, 23.3, 35.12, 20.71, -14.41, 0.06, 0, 
30, 8, MN500, 20, 55, 6.4, 23.8, 55.87, 29.13, -26.74, 0.06, 0, 
30, 8, MN504, 21, 14401, 6.4, 23.8, 43.1, 24.27, -18.83, 0.06, 0, 
30, 9, MN101, 1, 10773, 6.5, 13.2, 34.24, 14.53, -19.71, 0.06, 0, 
30, 9, MN102, 2, 8590, 6.5, 13.2, 27.55, 9.12, -18.43, 0.06, 0.1, 
30, 9, MN103, 3, 8809, 6.5, 13.2, 25.33, 8.37, -16.96, 0.06, 0, 
30, 9, MN104, 4, 5138, 6.5, 13.2, 32.97, 10.62, -22.34, 0.06, 0, 
30, 9, MN200, 5, 7713, 6.4, 13.7, 43.61, 12.63, -30.98, 0.06, 0, 
